id_venta,id_cliente,id_producto,fecha,cantidad,precio_total
168,303,22,2023-03-24,1.0,2625.71
169,327,22,2023-01-06,1.0,4657.09
170,154,10,2023-01-19,3.0,4665.52
171,552,3,2023-02-28,1.0,4848.18
172,645,12,2023-02-22,1.0,670.63
173,405,29,2023-01-08,2.0,844.76
174,462,48,2023-03-19,4.0,3399.85
175,132,17,2023-01-10,1.0,2730.1
176,791,7,2023-03-08,4.0,141.41
177,874,13,2023-02-07,1.0,356.78
178,84,2,2023-01-29,1.0,4446.0
179,399,4,2023-01-15,4.0,4350.91
180,754,10,2023-03-28,2.0,1818.49
181,628,39,2023-01-23,1.0,4460.7
182,109,24,2023-03-23,4.0,2988.69
183,221,17,2023-02-15,1.0,4039.23
184,904,6,2023-03-24,3.0,2165.78
185,553,19,2023-01-28,3.0,611.32
186,368,5,2023-01-26,3.0,2196.95
187,147,32,2023-01-10,3.0,2313.63
188,112,10,2023-02-16,2.0,2777.17
189,615,9,2023-01-04,3.0,572.63
190,558,27,2023-02-24,4.0,4957.44
191,924,13,2023-03-07,1.0,1258.48
192,494,19,2023-03-08,4.0,1032.83
193,505,21,2023-01-07,3.0,2657.67
194,475,24,2023-02-24,2.0,2709.18
195,836,38,2023-03-21,3.0,2227.11
196,890,4,2023-01-31,3.0,3870.87
197,271,24,2023-03-15,2.0,2607.44
198,995,35,2023-01-19,2.0,3067.99
199,421,3,2023-01-28,2.0,3632.54
200,897,4,2023-03-22,2.0,173.87
201,707,37,2023-01-28,2.0,2874.69
202,367,40,2023-01-19,2.0,4426.76
203,280,48,2023-03-28,1.0,136.07
204,283,35,2023-01-20,3.0,2055.65
205,40,31,2023-01-13,3.0,4634.83
206,959,44,2023-03-18,2.0,1798.11
207,189,25,2023-02-12,4.0,2320.71
208,164,40,2023-01-11,2.0,4908.63
209,994,13,2023-02-17,1.0,1036.65
210,989,4,2023-01-15,4.0,373.01
211,536,46,2023-01-17,1.0,4304.14
212,536,14,2023-02-23,4.0,4348.9
213,4,13,2023-02-19,4.0,2386.79
214,835,27,2023-01-28,2.0,2595.33
215,290,6,2023-03-24,1.0,4187.24
216,953,17,2023-01-04,4.0,3705.87
217,433,36,2023-01-22,1.0,1362.49
218,471,40,2023-03-27,2.0,133.62
219,181,49,2023-02-08,2.0,2424.52
220,248,35,2023-02-03,2.0,4301.62
221,628,17,2023-02-13,2.0,4484.38
222,279,41,2023-02-11,3.0,4783.32
223,877,2,2023-02-09,4.0,4403.84
224,581,13,2023-01-12,3.0,2921.22
225,863,2,2023-01-02,2.0,2250.8
226,254,28,2023-01-28,4.0,3885.51
227,181,43,2023-03-15,4.0,3712.12
228,830,26,2023-03-27,1.0,2713.81
229,681,22,2023-03-22,2.0,482.27
230,825,47,2023-03-31,3.0,4634.1
231,509,43,2023-03-08,1.0,2305.23
232,761,3,2023-03-12,4.0,1848.5
233,700,35,2023-03-13,3.0,3166.36
234,566,12,2023-03-25,2.0,3385.5
235,326,24,2023-03-17,3.0,1092.91
236,357,5,2023-03-22,3.0,4192.85
237,825,20,2023-01-10,3.0,1485.19
238,650,39,2023-03-27,1.0,974.09
239,680,39,2023-02-26,4.0,2061.68
240,391,13,2023-03-27,3.0,3666.27
241,615,41,2023-02-06,4.0,4829.02
242,934,45,2023-03-18,1.0,4055.94
243,85,12,2023-03-05,2.0,4704.72
244,317,13,2023-03-20,2.0,746.0
245,212,10,2023-03-27,3.0,402.33
246,515,33,2023-02-09,1.0,2810.64
247,384,40,2023-03-01,2.0,1486.97
248,691,16,2023-02-17,1.0,4148.87
249,342,45,2023-01-19,1.0,3376.34
250,815,35,2023-03-13,3.0,4855.1
251,964,3,2023-02-02,3.0,1311.22
252,988,5,2023-02-13,,2454.63
253,844,26,2023-02-06,1.0,2531.14
254,38,11,2023-03-30,3.0,1233.93
255,511,7,2023-02-05,1.0,2970.96
256,420,10,2023-03-22,3.0,2244.27
257,751,42,2023-03-29,4.0,2261.27
258,169,34,2023-01-21,1.0,1845.55
259,965,3,2023-01-02,3.0,133.8
260,909,8,2023-01-31,1.0,2634.37
261,343,31,2023-01-30,3.0,1709.48
262,826,11,2023-03-17,1.0,56.53
263,306,45,2023-02-13,2.0,1574.32
264,542,7,2023-01-12,2.0,1429.21
265,702,45,2023-02-20,1.0,1997.57
266,869,2,2023-02-18,2.0,702.67
267,537,6,2023-01-24,1.0,2563.03
268,112,41,2023-01-24,1.0,3477.58
269,411,32,2023-03-01,4.0,3169.42
270,947,20,2023-01-11,4.0,4028.59
271,206,34,2023-01-13,2.0,2287.44
272,185,50,2023-03-13,4.0,2619.5
273,382,16,2023-03-15,4.0,4061.49
274,496,25,2023-03-13,1.0,2167.12
275,379,12,2023-03-05,3.0,3522.92
276,47,7,2023-01-20,1.0,2201.28
277,886,39,2023-03-13,4.0,2117.79
278,740,17,2023-03-14,1.0,3813.02
279,551,45,2023-03-12,2.0,915.44
280,528,11,2023-03-19,3.0,1726.0
281,504,6,2023-01-28,4.0,1159.65
282,22,23,2023-01-02,4.0,1827.59
283,213,27,2023-02-12,1.0,1190.36
284,310,46,2023-01-08,1.0,2918.06
285,661,6,2023-01-13,1.0,4000.95
286,968,38,2023-03-26,1.0,3943.73
287,753,2,2023-02-04,4.0,1854.28
288,272,22,2023-01-23,1.0,4944.36
289,571,20,2023-02-15,4.0,2989.58
290,799,25,2023-01-15,1.0,2027.03
291,938,15,2023-01-02,3.0,4185.92
292,202,49,2023-03-02,3.0,3662.88
293,32,29,2023-03-17,1.0,3758.91
294,443,8,2023-03-05,1.0,1020.89
295,162,37,2023-02-21,2.0,2368.21
296,767,49,2023-02-05,3.0,4316.05
297,254,33,2023-03-08,4.0,2544.99
298,521,22,2023-03-10,3.0,3433.09
299,977,50,2023-03-08,4.0,2960.27
300,651,47,2023-02-16,1.0,4219.67
301,480,5,2023-03-24,3.0,1458.58
302,10,39,2023-01-02,3.0,2898.6
303,726,18,2023-02-13,2.0,660.01
304,505,38,2023-03-05,2.0,3466.54
305,785,37,2023-03-22,3.0,3673.24
306,836,30,2023-03-19,3.0,262.04
307,560,31,2023-01-28,3.0,3395.17
308,436,10,2023-02-23,4.0,2102.72
309,111,15,2023-03-15,1.0,664.28
310,153,42,2023-03-08,2.0,2128.54
311,635,48,2023-02-05,1.0,1011.45
312,917,44,2023-03-04,2.0,2107.02
313,869,18,2023-01-25,2.0,1952.48
314,102,23,2023-03-27,2.0,3705.04
315,753,33,2023-02-17,3.0,3882.37
316,833,16,2023-02-08,2.0,3054.79
317,191,38,2023-02-16,1.0,162.3
318,729,35,2023-01-21,2.0,4658.56
319,563,34,2023-01-30,1.0,3446.85
320,804,28,2023-01-31,2.0,219.27
321,81,2,2023-01-26,2.0,4103.22
322,489,30,2023-01-22,3.0,1041.32
323,895,13,2023-01-21,1.0,2917.14
324,88,41,2023-01-01,2.0,2359.84
325,194,16,2023-02-06,2.0,2128.2
326,104,5,2023-03-18,1.0,4454.08
327,783,28,2023-03-26,2.0,2214.94
328,96,39,2023-02-15,4.0,422.95
329,423,45,2023-01-09,3.0,4735.86
330,891,20,2023-01-17,1.0,4606.65
331,198,24,2023-02-16,3.0,3437.94
332,1,27,2023-03-26,4.0,2366.07
333,407,30,2023-02-28,4.0,509.65
334,378,45,2023-02-23,4.0,3964.2
335,167,27,2023-03-27,1.0,423.62
336,509,26,2023-01-12,4.0,389.57
337,638,7,2023-03-05,1.0,2710.05
338,313,42,2023-01-06,1.0,842.63
339,593,47,2023-02-22,2.0,88.26
340,418,38,2023-01-16,1.0,2144.41
341,763,5,2023-03-31,4.0,729.23
342,681,23,2023-01-05,1.0,844.55
343,477,28,2023-03-14,1.0,430.71
344,73,34,2023-02-15,3.0,1065.21
345,141,15,2023-01-14,4.0,3591.65
346,582,32,2023-02-13,1.0,4054.19
347,262,26,2023-03-04,2.0,2290.04
348,340,48,2023-02-21,1.0,2557.44
349,308,31,2023-01-26,1.0,211.64
350,245,19,2023-02-22,3.0,393.12
351,515,9,2023-01-29,4.0,1324.96
352,337,29,2023-01-19,4.0,2742.3
353,575,39,2023-02-16,2.0,3710.78
354,561,4,2023-01-08,2.0,3044.77
355,76,3,2023-01-23,2.0,1991.03
356,880,29,2023-02-04,1.0,635.7
357,175,11,2023-02-22,1.0,3914.83
358,109,33,2023-02-27,2.0,1850.74
359,183,38,2023-01-05,4.0,3693.47
360,192,11,2023-01-16,4.0,2589.25
361,65,27,2023-01-17,2.0,3706.38
362,849,33,2023-02-01,3.0,4541.08
363,963,21,2023-02-21,4.0,4609.1
364,474,39,2023-01-20,4.0,2698.78
365,783,31,2023-03-07,2.0,2581.97
366,100,38,2023-03-25,4.0,1365.11
367,544,46,2023-03-23,1.0,4682.21
368,864,2,2023-01-01,1.0,2316.7
369,128,27,2023-02-27,4.0,681.58
370,452,36,2023-03-24,1.0,2191.89
371,914,11,2023-02-13,3.0,678.91
372,369,47,2023-01-06,4.0,2537.53
373,851,18,2023-02-19,2.0,2828.31
374,43,1,2023-03-13,1.0,1721.89
375,884,35,2023-03-29,3.0,404.67
376,419,35,2023-01-20,3.0,4720.34
377,488,31,2023-01-14,1.0,3878.1
378,78,28,2023-01-05,3.0,4202.46
379,826,39,2023-02-10,4.0,1866.0
380,801,1,2023-02-09,3.0,3816.11
381,270,25,2023-02-03,1.0,2452.6
382,674,43,2023-03-21,3.0,1045.36
383,701,38,2023-02-14,1.0,665.9
384,759,20,2023-03-12,1.0,1758.0
385,900,3,2023-03-21,3.0,730.88
386,728,2,2023-03-12,1.0,4991.43
387,315,18,2023-01-27,1.0,293.49
388,925,44,2023-03-19,2.0,2233.66
389,851,10,2023-03-19,4.0,2287.86
390,902,5,2023-02-13,1.0,1538.13
391,889,9,2023-02-02,4.0,2878.19
392,993,2,2023-02-02,2.0,792.39
393,945,34,2023-02-13,2.0,3930.37
394,168,38,2023-01-20,2.0,1695.62
395,339,31,2023-02-05,2.0,2977.15
396,193,10,2023-01-07,4.0,3592.41
397,453,50,2023-02-01,3.0,4450.76
398,283,12,2023-03-08,3.0,4187.15
399,336,36,2023-02-08,4.0,3061.13
400,390,21,2023-01-24,1.0,1972.55
401,1000,49,2023-03-27,4.0,2540.86
402,525,47,2023-03-11,1.0,3855.24
403,240,6,2023-03-29,1.0,4393.85
404,832,48,2023-03-28,3.0,563.72
405,958,49,2023-02-23,2.0,1955.04
406,483,3,2023-02-07,3.0,3891.78
407,659,10,2023-03-15,3.0,2186.68
408,716,5,2023-03-21,4.0,1694.53
409,592,46,2023-03-16,4.0,2086.05
410,891,26,2023-02-01,1.0,3034.08
411,555,21,2023-02-14,4.0,4999.04
412,458,45,2023-03-02,1.0,2490.31
413,89,26,2023-03-11,1.0,1082.05
414,660,38,2023-03-29,2.0,856.09
415,95,44,2023-02-22,2.0,259.63
416,452,26,2023-02-20,3.0,2816.15
417,428,8,2023-03-17,2.0,2745.63
418,151,5,2023-02-25,1.0,1065.91
419,514,15,2023-01-27,4.0,3491.88
420,376,16,2023-02-07,2.0,3718.48
421,22,1,2023-03-03,2.0,1332.54
422,883,16,2023-01-18,2.0,1753.29
423,313,37,2023-03-05,2.0,4952.83
424,997,3,2023-03-18,1.0,1902.61
425,840,47,2023-01-30,1.0,3815.97
426,519,31,2023-02-18,3.0,2290.99
427,206,13,2023-02-10,4.0,3977.06
428,952,16,2023-01-13,3.0,3856.67
429,375,43,2023-02-03,3.0,3355.39
430,451,21,2023-01-25,2.0,4281.15
431,626,2,2023-03-07,4.0,4699.13
432,784,27,2023-01-18,2.0,2920.92
433,595,38,2023-01-05,1.0,1225.47
434,179,26,2023-01-19,3.0,2023.21
435,210,38,2023-02-11,4.0,3803.61
436,500,46,2023-01-18,1.0,3271.87
437,464,25,2023-02-01,3.0,930.1
438,840,11,2023-01-21,4.0,303.64
439,124,8,2023-01-10,3.0,3430.66
440,993,8,2023-02-06,4.0,1292.84
441,113,33,2023-02-18,3.0,2523.37
442,12,7,2023-03-27,2.0,3746.4
443,126,38,2023-01-13,3.0,2835.2
444,565,21,2023-02-24,3.0,462.35
445,331,8,2023-01-17,4.0,968.62
446,901,21,2023-01-09,4.0,1135.67
447,283,20,2023-03-29,2.0,1326.43
448,140,8,2023-02-13,4.0,2848.75
449,401,46,2023-03-19,3.0,2544.63
450,902,31,2023-02-15,4.0,1055.64
451,97,50,2023-01-08,4.0,384.4
452,517,29,2023-02-06,4.0,898.59
453,569,48,2023-01-19,2.0,4922.69
454,924,9,2023-03-04,2.0,2369.31
455,846,15,2023-02-15,1.0,4343.36
456,69,30,2023-03-12,2.0,4251.32
457,118,26,2023-01-26,2.0,2582.02
458,888,10,2023-02-15,2.0,3548.1
459,59,29,2023-02-15,3.0,1004.12
460,33,16,2023-03-16,1.0,3457.56
461,318,36,2023-01-14,3.0,1398.3
462,50,20,2023-03-26,2.0,4168.71
463,880,45,2023-03-04,2.0,464.43
464,489,37,2023-03-13,1.0,3877.04
465,19,22,2023-01-03,1.0,544.69
466,726,7,2023-01-28,4.0,4411.89
467,197,23,2023-01-29,2.0,1555.81
468,891,41,2023-03-28,2.0,3289.25
469,450,40,2023-01-18,3.0,2463.14
470,990,29,2023-02-04,4.0,1863.2
471,559,16,2023-03-18,2.0,3244.94
472,679,38,2023-03-17,3.0,4740.24
473,452,28,2023-02-16,1.0,254.29
474,289,48,2023-01-05,3.0,4598.32
475,141,38,2023-03-16,2.0,3064.95
476,84,31,2023-02-28,3.0,4046.21
477,694,14,2023-03-16,3.0,1950.18
478,391,33,2023-02-28,4.0,2385.62
479,591,9,2023-02-16,4.0,4350.81
480,215,27,2023-01-13,1.0,2103.5
481,526,24,2023-03-19,4.0,2696.56
482,215,13,2023-03-30,3.0,149.96
483,403,26,2023-02-02,4.0,835.06
484,128,29,2023-03-03,2.0,3226.35
485,822,49,2023-03-20,3.0,3599.04
486,477,43,2023-01-16,3.0,2933.87
487,760,28,2023-02-13,3.0,759.38
488,404,28,2023-02-27,2.0,2254.76
489,29,8,2023-01-06,3.0,1807.72
490,792,23,2023-03-30,4.0,2503.52
491,338,29,2023-01-15,2.0,4358.13
492,831,5,2023-01-04,3.0,3890.51
493,714,42,2023-02-25,4.0,465.75
494,361,7,2023-03-05,4.0,4457.03
495,569,42,2023-03-09,1.0,2385.25
496,392,36,2023-02-03,4.0,3732.12
497,218,41,2023-02-25,4.0,743.19
498,574,27,2023-02-01,1.0,3370.06
499,669,46,2023-01-09,1.0,1219.81
500,202,2,2023-03-04,2.0,2219.99
501,17,25,2023-03-13,4.0,133.47
502,322,9,2023-03-19,2.0,800.47
503,518,27,2023-02-02,2.0,505.8
504,570,1,2023-03-28,3.0,1236.73
505,325,23,2023-01-21,2.0,545.09
506,412,10,2023-02-24,2.0,3474.95
507,318,42,2023-03-17,2.0,193.75
508,681,25,2023-02-26,2.0,3107.82
509,965,3,2023-01-02,1.0,746.5
510,82,6,2023-01-13,4.0,4728.55
511,474,6,2023-01-04,3.0,4668.82
512,468,2,2023-03-25,1.0,1166.24
513,425,18,2023-02-19,3.0,3091.39
514,945,23,2023-02-17,3.0,188.63
515,731,2,2023-03-19,1.0,4662.35
516,689,12,2023-01-30,2.0,2638.79
517,204,22,2023-01-29,1.0,263.95
518,583,37,2023-01-08,3.0,1745.37
519,387,20,2023-01-12,3.0,430.4
520,778,39,2023-02-10,2.0,1995.07
521,98,24,2023-01-26,1.0,3366.14
522,345,48,2023-02-19,4.0,2375.96
523,803,20,2023-01-02,3.0,1949.42
524,208,1,2023-02-24,1.0,639.83
525,514,1,2023-02-25,2.0,1262.45
526,636,17,2023-01-14,2.0,545.71
527,792,1,2023-01-06,4.0,4047.12
528,586,45,2023-03-22,3.0,719.44
529,166,30,2023-03-30,4.0,2997.1
530,22,41,2023-03-02,4.0,1746.57
531,154,47,2023-01-12,4.0,1168.59
532,939,3,2023-01-13,4.0,3215.37
533,439,46,2023-01-19,2.0,2312.16
534,295,11,2023-02-13,3.0,2030.72
535,219,24,2023-03-30,4.0,2984.62
536,669,22,2023-02-28,3.0,2481.77
537,495,44,2023-02-06,2.0,1552.25
538,230,45,2023-01-25,2.0,2817.35
539,20,26,2023-01-16,1.0,3364.02
540,987,13,2023-02-07,1.0,182.13
541,553,1,2023-02-12,3.0,2356.07
542,950,24,2023-03-28,1.0,335.53
543,148,10,2023-01-14,4.0,972.71
544,108,35,2023-01-06,3.0,2824.52
545,403,24,2023-03-30,2.0,4337.64
546,596,28,2023-01-23,2.0,4419.89
547,483,36,2023-03-01,4.0,396.22
548,367,16,2023-01-12,1.0,2124.57
549,834,40,2023-01-13,3.0,2935.88
550,414,16,2023-01-06,3.0,778.0
551,309,17,2023-03-04,4.0,3838.89
552,802,15,2023-02-07,1.0,3733.96
553,918,16,2023-02-19,3.0,4521.54
554,835,15,2023-02-21,4.0,92.01
555,134,34,2023-02-09,3.0,1122.59
556,719,11,2023-01-08,2.0,4144.57
557,283,1,2023-03-02,3.0,3369.37
558,778,15,2023-01-08,3.0,4477.23
559,73,26,2023-02-03,3.0,333.04
560,481,4,2023-03-20,1.0,3004.97
561,352,43,2023-03-01,1.0,2866.78
562,560,5,2023-02-26,4.0,226.59
563,326,35,2023-02-15,1.0,2591.93
564,745,13,2023-01-22,3.0,3067.13
565,443,10,2023-03-28,3.0,996.9
566,100,11,2023-02-09,1.0,1402.98
567,59,18,2023-02-14,1.0,3219.72
568,508,34,2023-02-24,3.0,2368.09
569,258,39,2023-02-20,3.0,4297.17
570,413,41,2023-03-27,2.0,1744.79
571,452,42,2023-01-05,4.0,1369.97
572,65,50,2023-01-13,1.0,4925.09
573,595,23,2023-01-28,4.0,4560.12
574,154,7,2023-03-25,3.0,193.51
575,985,39,2023-03-21,4.0,3865.11
576,266,3,2023-03-03,1.0,596.16
577,821,12,2023-03-28,1.0,186.05
578,79,7,2023-01-24,4.0,1404.79
579,315,49,2023-01-07,1.0,1383.26
580,662,26,2023-02-07,2.0,4105.63
581,947,33,2023-02-06,3.0,3567.8
582,560,37,2023-03-09,3.0,4908.97
583,917,48,2023-02-11,1.0,3571.99
584,891,15,2023-03-27,3.0,2120.36
585,248,2,2023-01-05,2.0,3509.69
586,790,41,2023-03-05,1.0,4997.32
587,868,7,2023-02-19,2.0,3565.2
588,610,32,2023-03-28,2.0,3820.32
589,414,4,2023-01-15,3.0,4694.91
590,25,20,2023-03-14,3.0,612.57
591,284,50,2023-02-22,4.0,3538.68
592,449,36,2023-01-25,2.0,4261.49
593,881,32,2023-03-30,3.0,4774.17
594,301,28,2023-03-26,2.0,1094.3
595,68,13,2023-01-09,4.0,2544.45
596,7,1,2023-02-07,2.0,3418.75
597,817,35,2023-01-22,1.0,1274.97
598,137,48,2023-03-28,4.0,3022.34
599,164,30,2023-02-18,4.0,1325.01
600,83,36,2023-03-09,2.0,1700.61
601,897,25,2023-01-15,2.0,2235.52
602,650,16,2023-03-06,3.0,2669.49
603,420,19,2023-02-23,1.0,2274.36
604,73,1,2023-01-30,4.0,2491.32
605,237,5,2023-01-20,4.0,1528.01
606,46,22,2023-02-02,4.0,836.88
607,618,24,2023-03-27,3.0,284.38
608,928,43,2023-03-18,1.0,1020.09
609,800,45,2023-01-07,4.0,2930.62
610,262,37,2023-01-08,4.0,3941.27
611,176,36,2023-01-28,3.0,887.78
612,166,36,2023-02-14,2.0,587.35
613,657,4,2023-03-14,4.0,3758.99
614,842,36,2023-03-30,1.0,1560.53
615,370,18,2023-03-21,1.0,4759.92
616,795,50,2023-03-15,1.0,3585.87
617,54,16,2023-01-11,1.0,1667.44
618,690,41,2023-01-31,3.0,1483.24
619,419,18,2023-01-12,4.0,2642.31
620,756,22,2023-03-19,3.0,441.77
621,507,2,2023-02-20,1.0,632.5
622,341,21,2023-02-13,1.0,920.5
623,127,36,2023-02-19,1.0,3884.88
624,409,44,2023-01-17,3.0,2593.59
625,924,39,2023-02-04,1.0,102.31
626,367,47,2023-01-01,4.0,3383.91
627,271,39,2023-01-29,1.0,2147.27
628,644,29,2023-02-20,4.0,2578.72
629,605,26,2023-03-05,4.0,1109.88
630,379,21,2023-01-04,1.0,2781.32
631,73,17,2023-03-28,3.0,4896.81
632,923,16,2023-01-28,2.0,413.55
633,922,31,2023-01-16,2.0,1455.39
634,915,9,2023-03-04,4.0,1252.84
635,248,31,2023-03-17,3.0,1280.32
636,860,14,2023-02-22,2.0,1924.6
637,785,49,2023-03-26,1.0,4099.64
638,43,37,2023-01-17,1.0,4568.65
639,377,2,2023-02-09,4.0,1050.96
